10000
0	753	0.02075
753	1506	0.1877
1506	2259	0.5547
2259	3012	0.6836
3012	3765	0.1032
3765	4518	0.4385
4518	5271	0.1101
5271	6024	0.1813
6024	6777	0.854
6777	7530	0.2456
7530	8283	0.138
8283	9036	0.8697
9036	9789	0.1155
9789	542	0.5532
542	1295	0.722
1295	2048	0.2479
2048	2801	0.6388
2801	3554	0.8628
3554	4307	0.5943
4307	5060	0.9093
5060	5813	0.7755
5813	6566	0.2252
6566	7319	0.7848
7319	8072	0.7172
8072	8825	0.5741
8825	9578	0.07776
9578	331	0.734
331	1084	0.5936
1084	1837	0.04144
1837	2590	0.584
2590	3343	0.8989
3343	4096	0.8234
4096	4849	0.852
4849	5602	0.6312
5602	6355	0.3857
6355	7108	0.2843
7108	7861	0.2852
7861	8614	0.1427
8614	9367	0.6378
9367	120	0.5058
120	873	0.6735
873	1626	0.8607
1626	2379	0.7127
2379	3132	0.9645
3132	3885	0.14
3885	4638	0.2556
4638	5391	0.1773
5391	6144	0.5224
6144	6897	0.9097
6897	7650	0.7199
7650	8403	0.1542
8403	9156	0.414
9156	9909	0.9732
9909	662	0.6998
662	1415	0.5492
1415	2168	0.6879
2168	2921	0.386
2921	3674	0.9237
3674	4427	0.992
4427	5180	0.5105
5180	5933	0.9836
5933	6686	0.3824
6686	7439	0.5204
7439	8192	0.2368
8192	8945	0.793
8945	9698	0.2171
9698	451	0.5413
451	1204	0.6553
1204	1957	0.9244
1957	2710	0.1726
2710	3463	0.09659
3463	4216	0.3123
4216	4969	0.221
4969	5722	0.7703
5722	6475	0.9681
6475	7228	0.3239
7228	7981	0.4509
7981	8734	0.8587
8734	9487	0.6512
9487	240	0.579
240	993	0.3207
993	1746	0.6975
1746	2499	0.7294
2499	3252	0.7422
3252	4005	0.09296
4005	4758	0.2301
4758	5511	0.6795
5511	6264	0.9614
6264	7017	0.08814
7017	7770	0.7025
7770	8523	0.6407
8523	9276	0.6867
9276	29	0.8527
29	782	0.2842
782	1535	0.1773
1535	2288	0.5072
2288	3041	0.2747
3041	3794	0.8471
3794	4547	0.5669
4547	5300	0.4108
5300	6053	0.4273
6053	6806	0.5587
6806	7559	0.645
7559	8312	0.3754
8312	9065	0.4225
9065	9818	0.4464
9818	571	0.7383
571	1324	0.6952
1324	2077	0.05622
2077	2830	0.5884
2830	3583	0.7162
3583	4336	0.9501
4336	5089	0.5245
5089	5842	0.08798
5842	6595	0.6931
6595	7348	0.02399
7348	8101	0.9946
8101	8854	0.4874
8854	9607	0.4122
9607	360	0.07804
360	1113	0.3096
1113	1866	0.7767
1866	2619	0.8426
2619	3372	0.8852
3372	4125	0.6102
4125	4878	0.6559
4878	5631	0.02017
5631	6384	0.4324
6384	7137	0.1528
7137	7890	0.2039
7890	8643	0.6636
8643	9396	0.1967
9396	149	0.1065
149	902	0.6127
902	1655	0.5977
1655	2408	0.01038
2408	3161	0.6103
3161	3914	0.1422
3914	4667	0.514
4667	5420	0.857
5420	6173	0.8702
6173	6926	0.9517
6926	7679	0.1011
7679	8432	0.6995
8432	9185	0.5799
9185	9938	0.9648
9938	691	0.07483
691	1444	0.4208
1444	2197	0.4438
2197	2950	0.4239
2950	3703	0.1401
3703	4456	0.1094
4456	5209	0.08585
5209	5962	0.2902
5962	6715	0.4163
6715	7468	0.9002
7468	8221	0.1234
8221	8974	0.1453
8974	9727	0.3559
9727	480	0.3421
480	1233	0.6892
1233	1986	0.7518
1986	2739	0.6893
2739	3492	0.69
3492	4245	0.1812
4245	4998	0.9278
4998	5751	0.4256
5751	6504	0.02634
6504	7257	0.5229
7257	8010	0.8921
8010	8763	0.4418
8763	9516	0.619
9516	269	0.7135
269	1022	0.7368
1022	1775	0.6909
1775	2528	0.422
2528	3281	0.9519
3281	4034	0.1826
4034	4787	0.5604
4787	5540	0.1252
5540	6293	0.1128
6293	7046	0.2735
7046	7799	0.4123
7799	8552	0.6583
8552	9305	0.8585
9305	58	0.168
58	811	0.8365
811	1564	0.557
1564	2317	0.166
2317	3070	0.6812
3070	3823	0.6476
3823	4576	0.09665
4576	5329	0.5522
5329	6082	0.736
6082	6835	0.1578
6835	7588	0.599
7588	8341	0.7767
8341	9094	0.378
9094	9847	0.7559
9847	600	0.8197
600	1353	0.3051
1353	2106	0.5118
2106	2859	0.3247
2859	3612	0.8224
3612	4365	0.3129
4365	5118	0.01352
5118	5871	0.5269
5871	6624	0.244
6624	7377	0.5119
7377	8130	0.3774
8130	8883	0.4919
8883	9636	0.361
9636	389	0.58
389	1142	0.5509
1142	1895	0.9342
1895	2648	0.8586
2648	3401	0.4754
3401	4154	0.1163
4154	4907	0.2344
4907	5660	0.7125
5660	6413	0.4179
6413	7166	0.4739
7166	7919	0.5147
7919	8672	0.08798
8672	9425	0.8162
9425	178	0.1832
178	931	0.2393
931	1684	0.663
1684	2437	0.9242
2437	3190	0.1191
3190	3943	0.3722
3943	4696	0.2808
4696	5449	0.5078
5449	6202	0.5982
6202	6955	0.622
6955	7708	0.3393
7708	8461	0.3014
8461	9214	0.1326
9214	9967	0.8065
9967	720	0.823
720	1473	0.5376
1473	2226	0.9665
2226	2979	0.8676
2979	3732	0.3835
3732	4485	0.3299
4485	5238	0.05231
5238	5991	0.5672
5991	6744	0.3757
6744	7497	0.1908
7497	8250	0.6229
8250	9003	0.3974
9003	9756	0.2544
9756	509	0.4653
509	1262	0.01486
1262	2015	0.7327
2015	2768	0.2392
2768	3521	0.9619
3521	4274	0.9013
4274	5027	0.7602
5027	5780	0.653
5780	6533	0.5617
6533	7286	0.5877
7286	8039	0.214
8039	8792	0.8406
8792	9545	0.08847
9545	298	0.5295
298	1051	0.449
1051	1804	0.07352
1804	2557	0.2184
2557	3310	0.7261
3310	4063	0.8835
4063	4816	0.3475
4816	5569	0.7126
5569	6322	0.1483
6322	7075	0.3419
7075	7828	0.479
7828	8581	0.7534
8581	9334	0.8551
9334	87	0.3293
87	840	0.4062
840	1593	0.6651
1593	2346	0.9563
2346	3099	0.7689
3099	3852	0.1021
3852	4605	0.8007
4605	5358	0.07675
5358	6111	0.2337
6111	6864	0.04608
6864	7617	0.8762
7617	8370	0.4793
8370	9123	0.2032
9123	9876	0.3709
9876	629	0.533
629	1382	0.5019
1382	2135	0.3773
2135	2888	0.4612
2888	3641	0.4105
3641	4394	0.4651
4394	5147	0.5776
5147	5900	0.9598
5900	6653	0.5094
6653	7406	0.7074
7406	8159	0.268
8159	8912	0.5377
8912	9665	0.1271
9665	418	0.9026
418	1171	0.2258
1171	1924	0.9651
1924	2677	0.1477
2677	3430	0.318
