100000
0	753	0.02075
753	1506	0.1877
1506	2259	0.5547
2259	3012	0.6836
3012	3765	0.1032
3765	4518	0.4385
4518	5271	0.1101
5271	6024	0.1813
6024	6777	0.854
6777	7530	0.2456
7530	8283	0.138
8283	9036	0.8697
9036	9789	0.1155
9789	10542	0.5532
10542	11295	0.722
11295	12048	0.2479
12048	12801	0.6388
12801	13554	0.8628
13554	14307	0.5943
14307	15060	0.9093
15060	15813	0.7755
15813	16566	0.2252
16566	17319	0.7848
17319	18072	0.7172
18072	18825	0.5741
18825	19578	0.07776
19578	20331	0.734
20331	21084	0.5936
21084	21837	0.04144
21837	22590	0.584
22590	23343	0.8989
23343	24096	0.8234
24096	24849	0.852
24849	25602	0.6312
25602	26355	0.3857
26355	27108	0.2843
27108	27861	0.2852
27861	28614	0.1427
28614	29367	0.6378
29367	30120	0.5058
30120	30873	0.6735
30873	31626	0.8607
31626	32379	0.7127
32379	33132	0.9645
33132	33885	0.14
33885	34638	0.2556
34638	35391	0.1773
35391	36144	0.5224
36144	36897	0.9097
36897	37650	0.7199
37650	38403	0.1542
38403	39156	0.414
39156	39909	0.9732
39909	40662	0.6998
40662	41415	0.5492
41415	42168	0.6879
42168	42921	0.386
42921	43674	0.9237
43674	44427	0.992
44427	45180	0.5105
45180	45933	0.9836
45933	46686	0.3824
46686	47439	0.5204
47439	48192	0.2368
48192	48945	0.793
48945	49698	0.2171
49698	50451	0.5413
50451	51204	0.6553
51204	51957	0.9244
51957	52710	0.1726
52710	53463	0.09659
53463	54216	0.3123
54216	54969	0.221
54969	55722	0.7703
55722	56475	0.9681
56475	57228	0.3239
57228	57981	0.4509
57981	58734	0.8587
58734	59487	0.6512
59487	60240	0.579
60240	60993	0.3207
60993	61746	0.6975
61746	62499	0.7294
62499	63252	0.7422
63252	64005	0.09296
64005	64758	0.2301
64758	65511	0.6795
65511	66264	0.9614
66264	67017	0.08814
67017	67770	0.7025
67770	68523	0.6407
68523	69276	0.6867
69276	70029	0.8527
70029	70782	0.2842
70782	71535	0.1773
71535	72288	0.5072
72288	73041	0.2747
73041	73794	0.8471
73794	74547	0.5669
74547	75300	0.4108
75300	76053	0.4273
76053	76806	0.5587
76806	77559	0.645
77559	78312	0.3754
78312	79065	0.4225
79065	79818	0.4464
79818	80571	0.7383
80571	81324	0.6952
81324	82077	0.05622
82077	82830	0.5884
82830	83583	0.7162
83583	84336	0.9501
84336	85089	0.5245
85089	85842	0.08798
85842	86595	0.6931
86595	87348	0.02399
87348	88101	0.9946
88101	88854	0.4874
88854	89607	0.4122
89607	90360	0.07804
90360	91113	0.3096
91113	91866	0.7767
91866	92619	0.8426
92619	93372	0.8852
93372	94125	0.6102
94125	94878	0.6559
94878	95631	0.02017
95631	96384	0.4324
96384	97137	0.1528
97137	97890	0.2039
97890	98643	0.6636
98643	99396	0.1967
99396	149	0.1065
149	902	0.6127
902	1655	0.5977
1655	2408	0.01038
2408	3161	0.6103
3161	3914	0.1422
3914	4667	0.514
4667	5420	0.857
5420	6173	0.8702
6173	6926	0.9517
6926	7679	0.1011
7679	8432	0.6995
8432	9185	0.5799
9185	9938	0.9648
9938	10691	0.07483
10691	11444	0.4208
11444	12197	0.4438
12197	12950	0.4239
12950	13703	0.1401
13703	14456	0.1094
14456	15209	0.08585
15209	15962	0.2902
15962	16715	0.4163
16715	17468	0.9002
17468	18221	0.1234
18221	18974	0.1453
18974	19727	0.3559
19727	20480	0.3421
20480	21233	0.6892
21233	21986	0.7518
21986	22739	0.6893
22739	23492	0.69
23492	24245	0.1812
24245	24998	0.9278
24998	25751	0.4256
25751	26504	0.02634
26504	27257	0.5229
27257	28010	0.8921
28010	28763	0.4418
28763	29516	0.619
29516	30269	0.7135
30269	31022	0.7368
31022	31775	0.6909
31775	32528	0.422
32528	33281	0.9519
33281	34034	0.1826
34034	34787	0.5604
34787	35540	0.1252
35540	36293	0.1128
36293	37046	0.2735
37046	37799	0.4123
37799	38552	0.6583
38552	39305	0.8585
39305	40058	0.168
40058	40811	0.8365
40811	41564	0.557
41564	42317	0.166
42317	43070	0.6812
43070	43823	0.6476
43823	44576	0.09665
44576	45329	0.5522
45329	46082	0.736
46082	46835	0.1578
46835	47588	0.599
47588	48341	0.7767
48341	49094	0.378
49094	49847	0.7559
49847	50600	0.8197
50600	51353	0.3051
51353	52106	0.5118
52106	52859	0.3247
52859	53612	0.8224
53612	54365	0.3129
54365	55118	0.01352
55118	55871	0.5269
55871	56624	0.244
56624	57377	0.5119
57377	58130	0.3774
58130	58883	0.4919
58883	59636	0.361
59636	60389	0.58
60389	61142	0.5509
61142	61895	0.9342
61895	62648	0.8586
62648	63401	0.4754
63401	64154	0.1163
64154	64907	0.2344
64907	65660	0.7125
65660	66413	0.4179
66413	67166	0.4739
67166	67919	0.5147
67919	68672	0.08798
68672	69425	0.8162
69425	70178	0.1832
70178	70931	0.2393
70931	71684	0.663
71684	72437	0.9242
72437	73190	0.1191
73190	73943	0.3722
73943	74696	0.2808
74696	75449	0.5078
75449	76202	0.5982
76202	76955	0.622
76955	77708	0.3393
77708	78461	0.3014
78461	79214	0.1326
79214	79967	0.8065
79967	80720	0.823
80720	81473	0.5376
81473	82226	0.9665
82226	82979	0.8676
82979	83732	0.3835
83732	84485	0.3299
84485	85238	0.05231
85238	85991	0.5672
85991	86744	0.3757
86744	87497	0.1908
87497	88250	0.6229
88250	89003	0.3974
89003	89756	0.2544
89756	90509	0.4653
90509	91262	0.01486
91262	92015	0.7327
92015	92768	0.2392
92768	93521	0.9619
93521	94274	0.9013
94274	95027	0.7602
95027	95780	0.653
95780	96533	0.5617
96533	97286	0.5877
97286	98039	0.214
98039	98792	0.8406
98792	99545	0.08847
99545	298	0.5295
298	1051	0.449
1051	1804	0.07352
1804	2557	0.2184
2557	3310	0.7261
3310	4063	0.8835
4063	4816	0.3475
4816	5569	0.7126
5569	6322	0.1483
6322	7075	0.3419
7075	7828	0.479
7828	8581	0.7534
8581	9334	0.8551
9334	10087	0.3293
10087	10840	0.4062
10840	11593	0.6651
11593	12346	0.9563
12346	13099	0.7689
13099	13852	0.1021
13852	14605	0.8007
14605	15358	0.07675
15358	16111	0.2337
16111	16864	0.04608
16864	17617	0.8762
17617	18370	0.4793
18370	19123	0.2032
19123	19876	0.3709
19876	20629	0.533
20629	21382	0.5019
21382	22135	0.3773
22135	22888	0.4612
22888	23641	0.4105
23641	24394	0.4651
24394	25147	0.5776
25147	25900	0.9598
25900	26653	0.5094
26653	27406	0.7074
27406	28159	0.268
28159	28912	0.5377
28912	29665	0.1271
